hour,xyz_close,shfe_close,shfe_usd_oz,spread,spread_ratio,spread_mean,spread_std,zscore,hour_of_day,spread_change,session
2025-12-30 13:00:00,4387.8,986.18,4413.4747669064745,-25.67476690647436,-0.5817358943341259,,,,13,0.27657422505081347,日盘
2025-12-30 14:00:00,4366.0,983.74,4402.5549769784175,-36.55497697841747,-0.8303127881325416,,,,14,0.24857689379841574,日盘
2025-12-30 15:00:00,4370.5,984.84,4407.477833093525,-36.97783309352508,-0.8389794457019659,,,,15,0.008666657569424308,日盘
2025-12-30 23:00:00,4337.3,985.94,4412.400689208634,-75.10068920863341,-1.7020369295179028,,,,23,0.17174402603976957,夜盘
2025-12-31 00:00:00,4341.2,985.94,4412.400689208634,-71.20068920863378,-1.6136496710910373,,,,0,0.08838725842686546,夜盘
2025-12-31 01:00:00,4368.3,988.2,4422.514920863309,-54.21492086330909,-1.2258844081576534,,,,1,0.38776526293338387,夜盘
2025-12-31 02:00:00,4349.9,986.76,4416.070454676259,-66.1704546762594,-1.4984012450750253,,,,2,0.27251683691737183,夜盘
2025-12-31 13:00:00,4342.3,972.6,4352.699870503597,-10.399870503596503,-0.2389291890780713,,,,13,1.9111165581152483,日盘
2025-12-31 14:00:00,4345.6,973.58,4357.085687769784,-11.485687769783908,-0.2636094075914987,,,,14,0.024680218513427388,日盘
2025-12-31 15:00:00,4333.1,977.56,4374.897476258992,-41.79747625899199,-0.9553932746038504,,,,15,0.6917838670123517,日盘
2026-01-05 13:00:00,4414.6,991.18,4435.8513856115105,-21.25138561151016,-0.4790824525916916,,,,13,0.5431037576870427,日盘
2026-01-05 14:00:00,4441.3,994.86,4452.320576978417,-11.020576978417012,-0.2475243367560061,-0.8729615868859475,0.5364796721484855,1.1658172389369388,14,0.23155811583568547,日盘
2026-01-05 15:00:00,4449.1,995.0,4452.947122302158,-3.8471223021579135,-0.0863949693651193,-0.8124564624612685,0.55804797864601,1.301073600979238,15,0.1611293673908868,日盘
2026-01-05 23:00:00,4441.7,1000.5,4477.561402877697,-35.8614028776974,-0.8009137039337871,-0.8116319797093056,0.5361640303058728,0.01999066548608982,23,0.606755576097475,夜盘
2026-01-06 00:00:00,4437.8,1002.66,4487.228102158273,-49.42810215827285,-1.1015286282081105,-0.8309584229425592,0.5220544355723012,-0.5182796789552017,0,0.30061492427432335,夜盘
2026-01-06 01:00:00,4449.9,1001.34,4481.320674820144,-31.42067482014409,-0.7011476549020931,-0.82284524994003,0.5053955104727748,0.24079674733179635,1,0.4003809733060174,夜盘
2026-01-06 02:00:00,4458.8,1002.2,4485.16945323741,-26.3694532374102,-0.5879254621779483,-0.8090264388952016,0.4926529156398394,0.44879664708793127,2,0.1132221927241448,夜盘
2026-01-06 13:00:00,4468.5,1004.92,4497.34233381295,-28.84233381294962,-0.6413195098825495,-0.7997093872833877,0.479575388451354,0.33027107148327856,13,0.14992359657525245,日盘
2026-01-06 14:00:00,4492.3,1004.84,4496.984307913669,-4.6843079136688175,-0.1041655383458977,-0.7631018162866777,0.4926229389426006,1.3376077844754157,14,0.5371539715366518,日盘
2026-01-06 15:00:00,4482.8,1004.98,4497.61085323741,-14.8108532374099,-0.3293049069985446,-0.7414119708222711,0.48919715378128825,0.8424150889642595,15,0.2251393686526469,日盘
2026-01-06 23:00:00,4506.8,1008.84,4514.885602877697,-8.085602877697056,-0.1790876577812615,-0.714634622582223,0.4923471503507181,1.0877425906080098,23,0.33679114609017113,夜盘
2026-01-07 00:00:00,4495.3,1007.3,4507.993604316546,-12.693604316546043,-0.2815799096163649,-0.6949503174474112,0.4892718755593821,0.8448685250065557,0,0.10249225183510341,夜盘
2026-01-07 01:00:00,4477.7,1009.24,4516.6757323741,-38.97573237410052,-0.8629296120315837,-0.7022537650380274,0.47930425656342557,-0.3352272482318219,1,0.5813497024152188,夜盘
2026-01-07 02:00:00,4487.4,1009.5,4517.839316546762,-30.43931654676271,-0.6737582816475461,-0.7010664532300908,0.4688048962621663,0.05825061086237732,2,0.18917133038403755,夜盘
2026-01-07 13:00:00,4453.0,1001.5,4482.036726618705,-29.03672661870496,-0.6478466909085452,-0.7038210697540248,0.4682671644704844,0.11953513526573092,13,0.029384135588086502,日盘
2026-01-07 14:00:00,4453.0,999.44,4472.81755971223,-19.81755971222992,-0.4430665782287113,-0.6876858110080318,0.4703860389928268,0.5200393134606847,14,0.20478011267983387,日盘
2026-01-07 15:00:00,4448.0,998.9,4470.400884892087,-22.40088489208665,-0.5010934247036191,-0.6736072267997675,0.47071728746640346,0.36649132438855087,15,0.058026846474907745,日盘
2026-01-07 23:00:00,4471.8,1000.98,4479.709558273381,-7.909558273380753,-0.1765640868116758,-0.6100458583536746,0.4267492225978152,1.0157763590129105,23,0.17267883737967282,夜盘
2026-01-08 00:00:00,4455.1,1000.2,4476.218805755396,-21.11880575539544,-0.4718001213042015,-0.5624687937792232,0.3698535607876021,0.24514749102845734,0,0.2952360344925257,夜盘
2026-01-08 01:00:00,4450.4,1004.08,4493.583061870504,-43.18306187050439,-0.9609939612984244,-0.5514316918267553,0.3527523152916993,-1.1610477145500584,1,0.4891938399942229,夜盘
2026-01-08 02:00:00,4441.7,1001.86,4483.647843165468,-41.94784316546793,-0.9355739931584957,-0.5279805563302332,0.30213742492674917,-1.3490332650021104,2,0.02541996813992875,夜盘
2026-01-08 13:00:00,4425.5,994.3,4449.814395683453,-24.314395683452855,-0.5464137045140369,-0.5407924111400652,0.29580040145525166,-0.019003670537012955,13,0.39407099521585043,日盘
2026-01-08 14:00:00,4436.5,998.64,4469.237300719425,-32.73730071942464,-0.7325030764008622,-0.5603296473404553,0.2921593414175367,-0.5893134486990333,14,0.18608937188682528,日盘
2026-01-08 15:00:00,4456.6,997.94,4466.104574100719,-9.504574100718855,-0.212815753483172,-0.5293889172937604,0.28778974844272837,1.1000154297490137,15,0.5196873229176902,日盘
2026-01-08 23:00:00,4484.1,997.56,4464.403951079136,19.696048920864087,0.441179811161648,-0.4910446563040379,0.349478726350443,2.6674712855937592,23,0.1795708352904058,夜盘
2026-01-09 00:00:00,4465.4,1001.76,4483.200310791367,-17.800310791367338,-0.3970447349524129,-0.4972746728955548,0.34626680267282106,0.28945869823347387,0,0.8382245461140609,夜盘
2026-01-09 01:00:00,4471.0,1003.36,4490.360828776978,-19.36082877697845,-0.4311642096310483,-0.5116400579066351,0.33546280739018075,0.23989499432640363,1,0.03411947467863541,夜盘
2026-01-09 02:00:00,4473.0,1003.66,4491.703425899281,-18.703425899280777,-0.4163993951923967,-0.49561862837574383,0.3301872236300266,0.23992216389363366,2,0.014764814438651575,夜盘
2026-01-09 13:00:00,4486.1,1004.52,4495.5522043165465,-9.452204316546158,-0.2102568024339774,-0.4584823023018217,0.30848498966943844,0.8046598965279766,13,0.3538182896326225,日盘
2026-01-09 14:00:00,4498.8,1006.54,4504.592358273381,-5.792358273381069,-0.1285878457512921,-0.43462564358720496,0.31103147182648716,0.9839447951641368,14,0.08166895668268531,日盘
2026-01-09 15:00:00,4516.8,1006.48,4504.323838848921,12.476161151079395,0.2769818866813021,-0.39858783738473624,0.34114566174074945,1.9802969811160354,15,0.4055697324325942,日盘
2026-01-09 23:00:00,4511.6,1009.42,4517.481290647482,-5.881290647481364,-0.1301895961286518,-0.3772907576449905,0.341287951519806,0.724025446594175,23,0.1809878080247354,夜盘
2026-01-10 01:00:00,4509.0,1011.78,4528.043054676259,-19.04305467625909,-0.4205581626833848,-0.39047378365905244,0.3363541990051912,-0.08944255523882444,1,0.290368566554733,夜盘
2026-01-10 02:00:00,4512.3,1007.42,4508.530643165467,3.769356834533028,0.0836049953491397,-0.37326920439456557,0.34990622976322894,1.3057046742290308,2,0.5041631580325245,夜盘
2026-01-12 00:00:00,4606.3,1012.8,4532.607884892086,73.6921151079141,1.625821535402209,-0.29806465467858767,0.5372599739567506,3.5809222412605584,0,1.3276745092756244,夜盘
2026-01-12 13:00:00,4619.7,1026.74,4594.993897841727,24.706102158273097,0.5376743192167802,-0.26392906181053993,0.5637272154086598,1.4219703415351663,13,0.4742022246577713,日盘
2026-01-12 14:00:00,4605.9,1025.18,4588.012392805756,17.887607194244083,0.3898770461538594,-0.2117287843861465,0.563853068301342,1.0669549646194132,14,0.14779727306292084,日盘
2026-01-12 15:00:00,4624.8,1026.28,4592.935248920863,31.864751079137022,0.6937774941770369,-0.1547481270601222,0.5838754995831417,1.4532646460469134,15,0.30390044802317756,日盘
2026-01-12 23:00:00,4600.2,1032.46,4620.592749640288,-20.392749640288457,-0.4413448824693764,-0.14614388504182352,0.5777828120727644,-0.5109203514873268,23,0.30161771685078687,夜盘
2026-01-13 00:00:00,4593.3,1036.28,4637.688486330935,-44.38848633093494,-0.9571252243820388,-0.16756299529821214,0.5984282115430042,-1.3193933939845468,0,0.5157803419126624,夜盘
2026-01-13 01:00:00,4585.2,1036.06,4636.703915107913,-51.5039151079136,-1.1107872327171209,-0.1929669039654414,0.6255299064697145,-1.4672685018875535,1,0.15366200833508203,夜盘
2026-01-13 02:00:00,4595.9,1036.48,4638.583551079137,-42.68355107913703,-0.9201850221972822,-0.22395110960650833,0.6428588628833777,-1.083027632951961,2,0.19060221051983872,夜盘
2026-01-13 13:00:00,4612.4,1032.72,4621.756333812949,-9.356333812949742,-0.202441088131333,-0.2127278165576388,0.6406913167609756,0.016055670113199794,13,0.37318439773354595,日盘
2026-01-13 14:00:00,4630.1,1028.98,4605.018623021583,25.08137697841721,0.5446531063529133,-0.1499925220721664,0.6379460855105813,1.088878267618993,14,0.7470941944842463,日盘
2026-01-13 15:00:00,4620.6,1030.44,4611.552595683454,9.047404316546816,0.1961899843669884,-0.10283568967527124,0.6188967554647271,0.4831592206647173,15,0.3484631219859249,日盘
2026-01-13 23:00:00,4598.4,1040.76,4657.737936690647,-59.33793669064744,-1.2739646905254491,-0.1331503140924134,0.6581426337665984,-1.733384707056693,23,0.11921043797555986,夜盘
2026-01-14 00:00:00,4609.4,1038.8,4648.966302158274,-39.56630215827408,-0.8510774134866391,-0.13809091147098745,0.6632626689678855,-1.0749685386713264,0,0.42288727703881,夜盘
2026-01-14 01:00:00,4623.0,1037.66,4643.864433093525,-20.864433093524895,-0.4492903140074221,-0.14794401815949787,0.6661711074791061,-0.45235569730465336,1,0.40178709947921704,夜盘
2026-01-14 02:00:00,4626.3,1033.66,4625.963138129497,0.336861870503526,0.0072819834582541,-0.16602309431380594,0.6552866772427555,0.26447215209879504,2,0.4565722974656762,夜盘
2026-01-14 13:00:00,4639.6,1042.66,4666.241051798562,-26.64105179856142,-0.5709317521925461,-0.1732683866988115,0.6589033918780284,-0.6035230208184257,13,0.21220735559207343,日盘
2026-01-14 14:00:00,4619.5,1042.08,4663.645364028776,-44.145364028776385,-0.946584926231196,-0.19474424989048433,0.6758560994924081,-1.1124271526222382,14,0.37565317403864995,日盘
2026-01-14 15:00:00,4617.7,1043.58,4670.358349640287,-52.65834964028727,-1.1275012685984371,-0.224373494615736,0.70111119837396,-1.288137710647419,15,0.18091634236724108,日盘
2026-01-14 23:00:00,4614.9,1039.98,4654.247184172662,-39.34718417266231,-0.8454038347268541,-0.2508379542946059,0.7124507478469811,-0.8345361166775671,23,0.05288353241471455,夜盘
2026-01-15 00:00:00,4616.6,1039.58,4652.457054676259,-35.857054676258485,-0.7707122119529934,-0.2775931362196768,0.719680592406115,-0.6851915710060582,0,0.07469162277386066,夜盘
2026-01-15 01:00:00,4603.1,1039.56,4652.367548201439,-49.26754820143833,-1.0589779868205962,-0.3332581309489225,0.7265542918276896,-0.998851516032041,1,0.28826577486760274,夜盘
2026-01-15 02:00:00,4603.3,1039.6,4652.546561151078,-49.24656115107791,-1.0584861538471937,-0.37193715418719514,0.7398613103765754,-0.9279428320296381,2,0.0004918329734024951,夜盘
2026-01-15 13:00:00,4587.7,1033.96,4627.305735251799,-39.60573525179916,-0.8559135168025369,-0.3900769606088264,0.7464132001394094,-0.624100104481948,13,0.3645662821657283,日盘
2026-01-15 14:00:00,4610.9,1037.2,4641.805784172662,-30.905784172662607,-0.6658138149175308,-0.4213027443699377,0.7413942895882097,-0.32979896659765356,14,0.19009970188500613,日盘
2026-01-15 15:00:00,4615.8,1037.96,4645.207030215827,-29.407030215827035,-0.6330617779690374,-0.515422882427073,0.6001385344688224,-0.19601956679233337,15,0.03275203694849338,日盘
2026-01-15 23:00:00,4610.9,1037.72,4644.132952517985,-33.23295251798572,-0.7155900327954063,-0.5676422304275808,0.557534655479428,-0.26536072854628956,23,0.6388708948081346,夜盘
2026-01-16 00:00:00,4601.3,1038.02,4645.475549640288,-44.1755496402875,-0.9509370820756582,-0.6235094857704774,0.5235579238083903,-0.6253894390967359,0,0.23534704928025185,夜盘
2026-01-16 01:00:00,4600.6,1036.44,4638.404538129496,-37.804538129495995,-0.8150332257294061,-0.6863765990999124,0.4428749195931298,-0.29050330225900073,1,0.13590385634625213,夜盘
2026-01-16 02:00:00,4594.7,1038.34,4646.907653237409,-52.20765323740943,-1.1234923767214824,-0.7147994113604169,0.44832148703871894,-0.9116069097213916,2,0.3084591509920763,夜盘
2026-01-16 13:00:00,4600.8,1036.4,4638.225525179856,-37.42552517985587,-0.8068931744841067,-0.7085397426146697,0.44583281330836216,-0.22060608580959348,13,0.212947441607929,日盘
2026-01-16 14:00:00,4610.1,1034.24,4628.55882589928,-18.458825899279873,-0.3988028799805416,-0.6788737279173122,0.4415708512367333,0.6342602713751593,14,0.4080902945035651,日盘
2026-01-16 15:00:00,4571.8,1035.5,4634.197733812949,-62.3977338129489,-1.346462481686317,-0.6966352887293553,0.4598923803039106,-1.4129983900310255,15,0.9476596017057755,日盘
2026-01-16 23:00:00,4596.1,1037.88,4644.8490043165475,-48.74900431654714,-1.0495282897515883,-0.731930588796866,0.45276591508857844,-0.7014611532597103,23,0.185547106938027,夜盘
2026-01-17 01:00:00,4596.4,1034.84,4631.244020143885,-34.844020143885245,-0.7523684779365761,-0.785973154808928,0.36209461896510464,0.09280634152586074,1,0.29715981181501216,夜盘
2026-01-17 02:00:00,4596.3,1032.76,4621.93534676259,-25.635346762589503,-0.5546452911883688,-0.817257957957068,0.3007936036307572,0.8730659947512466,2,0.19772318674820732,夜盘
2026-01-19 00:00:00,4684.0,1030.38,4611.284076258993,72.71592374100692,1.5769126893609062,-0.6984714004618032,0.5620533919697035,4.048341531840378,0,2.3479617432310316,夜盘
