date,cme_close,cme_usd_per_lb,shfe_close,cme_usd_per_ton,shfe_usd_per_ton,spread,spread_ratio
2016-08-02,220.65,2.2065,38020,4864.49403,5244.137931034483,-379.64390103448295,-7.239395798264075
2016-08-03,220.0,2.2,37790,4850.164,5212.413793103448,-362.2497931034486,-6.949751256946287
2016-08-04,217.45,2.1745,37620,4793.94619,5188.9655172413795,-395.01932724137987,-7.612679751461998
2016-08-05,215.9,2.1590000000000003,37620,4759.77458,5188.9655172413795,-429.1909372413793,-8.271223538011695
2016-08-08,216.1,2.161,37540,4764.18382,5177.931034482759,-413.74721448275886,-7.990589517847633
2016-08-09,215.3,2.153,37220,4746.5468599999995,5133.793103448276,-387.2462434482768,-7.5430823885008245
2016-08-10,217.35,2.1734999999999998,37470,4791.741569999999,5168.275862068966,-376.53429206896635,-7.285491373098495
2016-08-11,218.6,2.186,37530,4819.29932,5176.551724137931,-357.2524041379311,-6.901358726352252
2016-08-12,213.65,2.1365,37560,4710.17063,5180.689655172414,-470.51902517241433,-9.082169681842396
2016-08-15,214.9,2.149,37070,4737.72838,5113.103448275862,-375.37506827586276,-7.341433086053425
2016-08-16,217.15,2.1715,37220,4787.33233,5133.793103448276,-346.4607734482761,-6.74863140112843
2016-08-17,215.7,2.157,37220,4755.365339999999,5133.793103448276,-378.4277634482769,-7.371309202041933
2016-08-18,216.75,2.1675,37370,4778.513849999999,5154.482758620689,-375.96890862068994,-7.29401816296495
