date,cme_close,cme_usd_per_lb,shfe_close,cme_usd_per_ton,shfe_usd_per_ton,spread,spread_ratio
2018-08-14,268.45,2.6845,49520,5918.30239,6830.3448275862065,-912.0424375862067,-13.352802246567041
2018-08-15,258.4,2.5839999999999996,48550,5696.738079999999,6696.551724137931,-999.813644137932,-14.9302758393409
2018-08-16,260.6,2.6060000000000003,47580,5745.2397200000005,6562.758620689655,-817.5189006896544,-12.456939953762074
2018-08-17,266.0,2.66,47700,5864.2892,6579.310344827586,-715.0211448275859,-10.867721802935005
2018-08-20,266.55,2.6655,48250,5876.41461,6655.172413793103,-778.7578037931034,-11.70154212953368
2018-08-21,268.6,2.6860000000000004,48700,5921.6093200000005,6717.241379310345,-795.6320593103446,-11.844625112936342
2018-08-22,266.7,2.667,48290,5879.72154,6660.689655172414,-780.9681151724144,-11.72503382687928
2018-08-23,264.4,2.6439999999999997,47990,5829.015279999999,6619.310344827586,-790.2950648275873,-11.939235715774137
2018-08-24,269.1,2.6910000000000003,48510,5932.63242,6691.0344827586205,-758.4020627586206,-11.334601020408162
2018-08-27,270.7,2.707,48790,5967.90634,6729.6551724137935,-761.7488324137939,-11.319284761221574
2018-08-28,272.25,2.7225,48650,6002.07795,6710.3448275862065,-708.2668775862066,-10.554850693730726
2018-08-29,270.55,2.7055000000000002,48830,5964.59941,6735.172413793103,-770.5730037931035,-11.441028624820808
2018-08-30,267.25,2.6725,48800,5891.846949999999,6731.0344827586205,-839.1875327586213,-12.467437730532795
2018-08-31,266.55,2.6655,48580,5876.41461,6700.689655172414,-824.2750451724141,-12.301346392548378
2018-09-03,265.5,2.655,48170,5853.266099999999,6644.137931034483,-790.8718310344839,-11.903302418517766
2018-09-04,259.85,2.5985,47680,5728.70507,6576.551724137931,-847.8466541379312,-12.891963595847317
2018-09-05,262.05,2.6205000000000003,47410,5777.20671,6539.310344827586,-762.1036348275857,-11.654189733178647
2018-09-06,263.55,2.6355,47490,5810.27601,6550.3448275862065,-740.0688175862069,-11.298165777005686
2018-09-07,261.95,2.6195,47560,5775.00209,6560.0,-784.99791,-11.96643155487805
2018-09-10,262.7,2.627,47460,5791.53674,6546.206896551724,-754.6701565517242,-11.528357848714709
2018-09-11,262.45,2.6245,47910,5786.025189999999,6608.275862068966,-822.2506720689662,-12.442741332707168
2018-09-12,268.4,2.6839999999999997,47730,5917.200079999999,6583.448275862069,-666.2481958620701,-10.120049067672342
2018-09-13,267.65,2.6765,48620,5900.665429999999,6706.206896551724,-805.5414665517246,-12.011879128959285
2018-09-14,261.3,2.613,48420,5760.67206,6678.620689655172,-917.9486296551722,-13.744583983890951
2018-09-17,264.9,2.6489999999999996,47930,5840.038379999999,6611.0344827586205,-770.9961027586214,-11.662261099520146
2018-09-18,273.75,2.7375,48680,6035.147249999999,6714.482758620689,-679.3355086206902,-10.11746597678719
2018-09-19,272.75,2.7275,49640,6013.10105,6846.896551724138,-833.7955017241375,-12.177714318090244
2018-09-20,276.55,2.7655000000000003,49340,6096.87661,6805.517241379311,-708.6406313793104,-10.412737287190922
2018-09-21,284.45,2.8445,49740,6271.04159,6860.689655172414,-589.6480651724141,-8.59458880679534
2018-09-25,282.2,2.822,50360,6221.43764,6946.206896551724,-724.7692565517236,-10.434029209690223
2018-09-26,281.8,2.818,50530,6212.61916,6969.6551724137935,-757.0360124137933,-10.861886186423908
2018-09-27,277.6,2.7760000000000002,50130,6120.02512,6914.482758620689,-794.4576386206891,-11.489762377817666
2018-09-28,280.3,2.803,50170,6179.549859999999,6920.0,-740.4501400000008,-10.700146531791919
2018-10-08,277.1,2.7710000000000004,50010,6109.002020000001,6897.931034482759,-788.9290144827582,-11.437183273345324
2018-10-09,281.15,2.8114999999999997,50500,6198.289129999999,6965.517241379311,-767.2281113793115,-11.014661004950511
2018-10-10,274.9,2.7489999999999997,50770,6060.500379999999,7002.758620689655,-942.2582406896563,-13.455529338191862
2018-10-11,277.5,2.775,49980,6117.8205,6893.793103448276,-775.9726034482765,-11.25610519207684
2018-10-12,281.2,2.812,50800,6199.391439999999,7006.896551724138,-807.5051117241383,-11.524433188976383
2018-10-15,277.9,2.779,50570,6126.63898,6975.172413793103,-848.5334337931035,-12.165053183705755
2018-10-16,278.35,2.7835,50190,6136.55977,6922.758620689655,-786.198850689655,-11.35672776947599
2018-10-17,277.65,2.7765,50290,6121.12743,6936.551724137931,-815.4242941379316,-11.755470535891835
2018-10-18,273.1,2.7310000000000003,50130,6020.817220000001,6914.482758620689,-893.6655386206885,-12.92454648912825
2018-10-19,278.15,2.7815,50270,6132.150529999999,6933.793103448276,-801.6425734482773,-11.561385831509867
2018-10-22,278.1,2.781,50510,6131.04822,6966.896551724138,-835.848331724138,-11.997427054048705
2018-10-23,276.0,2.76,50060,6084.751199999999,6904.827586206897,-820.076386206898,-11.876855373551757
2018-10-24,274.6,2.7460000000000004,50330,6053.886520000001,6942.068965517241,-888.18244551724,-12.794203715477828
2018-10-25,275.45,2.7544999999999997,49760,6072.625789999999,6863.448275862069,-790.8224858620697,-11.522232762258854
2018-10-26,274.85,2.7485000000000004,49750,6059.39807,6862.068965517241,-802.6708955172408,-11.697214055276374
2018-10-29,271.15,2.7114999999999996,49770,5977.827129999999,6864.827586206897,-887.000456206898,-12.920942952581896
2018-10-30,267.1,2.6710000000000003,49700,5888.54002,6855.172413793103,-966.6323937931029,-14.100774356136814
2018-10-31,265.35,2.6535,49060,5849.95917,6766.896551724138,-916.9373817241376,-13.550338396860981
2018-11-01,271.9,2.719,48730,5994.361779999999,6721.379310344828,-727.0175303448286,-10.81649311512417
2018-11-02,281.8,2.818,49830,6212.61916,6873.103448275862,-660.4842882758621,-9.609695143487858
2018-11-05,275.15,2.7514999999999996,49770,6066.011929999999,6864.827586206897,-798.815656206898,-11.636354244524835
2018-11-06,273.3,2.733,49660,6025.22646,6849.6551724137935,-824.4287124137936,-12.03606154853001
2018-11-07,274.3,2.7430000000000003,49470,6047.2726600000005,6823.448275862069,-776.1756158620683,-11.37512273094804
2018-11-08,273.2,2.7319999999999998,49370,6023.021839999999,6809.6551724137935,-786.633332413794,-11.551735183309715
2018-11-09,267.85,2.6785,49180,5905.07467,6783.448275862069,-878.3736058620689,-12.94877723159821
2018-11-12,266.85,2.6685000000000003,48920,5883.02847,6747.586206896552,-864.5577368965514,-12.812844628986095
2018-11-13,268.2,2.682,49100,5912.79084,6772.413793103448,-859.6229531034487,-12.693006945010191
2018-11-14,271.05,2.7105,48820,5975.62251,6733.793103448276,-758.1705934482761,-11.25919050081934
2018-11-15,274.5,2.745,49520,6051.6819,6830.3448275862065,-778.6629275862069,-11.400052958400646
2018-11-16,279.05,2.7905,49580,6151.99211,6838.620689655172,-686.628579655172,-10.040454220451789
2018-11-19,279.95,2.7995,49780,6171.8336899999995,6866.206896551724,-694.3732065517243,-10.112908291482526
2018-11-20,275.8,2.758,49580,6080.34196,6838.620689655172,-758.2787296551724,-11.088182311415894
2018-11-21,278.6,2.786,49410,6142.07132,6815.172413793103,-673.1010937931032,-9.876508662214125
2018-11-22,280.05,2.8005,49570,6174.03831,6837.241379310345,-663.2030693103452,-9.699863329634866
2018-11-23,275.25,2.7525,49400,6068.216549999999,6813.793103448276,-745.5765534482771,-10.942166017206494
2018-11-26,274.5,2.745,49300,6051.6819,6800.0,-748.3181000000004,-11.004677941176478
2018-11-27,271.45,2.7144999999999997,48880,5984.440989999999,6742.068965517241,-757.6279755172418,-11.23732164995909
2018-11-28,278.9,2.7889999999999997,49280,6148.6851799999995,6797.241379310345,-648.5561993103456,-9.541461941964297
2018-11-29,277.8,2.778,49560,6124.43436,6835.862068965517,-711.427708965517,-10.407285895883774
2018-11-30,279.195,2.79195,49650,6155.188808999999,6848.275862068966,-693.0870530689663,-10.12060651510575
2018-12-03,279.15,2.7914999999999996,50280,6154.196729999999,6935.172413793103,-780.9756837931045,-11.261085337112188
2018-12-04,275.802,2.75802,49660,6080.3860524,6849.6551724137935,-769.2691200137933,-11.230771486306889
2018-12-05,277.303,2.77303,49350,6113.477398599999,6806.896551724138,-693.4191531241386,-10.187008835157052
2018-12-06,274.75,2.7475,48980,6057.19345,6755.862068965517,-698.6686189655175,-10.34166493977134
2018-12-07,274.853,2.74853,49180,6059.4642086,6783.448275862069,-723.9840672620685,-10.672802943574618
2018-12-10,273.103,2.73103,48930,6020.8833586,6748.9655172413795,-728.0821586413795,-10.78805569211118
2018-12-11,276.298,2.76298,49090,6091.320967600001,6771.0344827586205,-679.7135151586199,-10.038547534935821
2018-12-12,276.404,2.76404,49080,6093.6578647999995,6769.6551724137935,-675.997307613794,-9.985697799918512
2018-12-13,276.746,2.76746,49340,6101.197665199999,6805.517241379311,-704.3195761793113,-10.349243873733291
2018-12-14,275.348,2.75348,48890,6070.3770776,6743.448275862069,-673.0711982620687,-9.981113085293511
2018-12-17,274.3,2.7430000000000003,49230,6047.2726600000005,6790.3448275862065,-743.072167586206,-10.943069703432853
2018-12-18,265.248,2.6524799999999997,48930,5847.710457599999,6748.9655172413795,-901.2550596413803,-13.353973395462921
2018-12-19,267.503,2.67503,48090,5897.4246385999995,6633.103448275862,-735.6788096758628,-11.091019692555635
2018-12-20,270.304,2.7030399999999997,48220,5959.176044799999,6651.0344827586205,-691.8584379586218,-10.402268094566587
2018-12-21,266.695,2.66695,48410,5879.611309,6677.241379310345,-797.6300703103452,-11.945503015389388
2018-12-24,266.148,2.66148,48100,5867.5520375999995,6634.482758620689,-766.9307210206898,-11.559766585031188
2018-12-25,266.147,2.66147,48010,5867.5299914,6622.068965517241,-754.5389741172412,-11.394308607269316
2018-12-26,270.098,2.70098,48040,5954.634527599999,6626.206896551724,-671.5723689517245,-10.135095076810996
2018-12-27,268.25,2.6825,48280,5913.89315,6659.310344827586,-745.4171948275862,-11.193609491507871
2018-12-28,267.754,2.67754,48340,5902.958234799999,6667.586206896552,-764.6279720965522,-11.467837810715771
2019-01-02,260.404,2.60404,47680,5740.9186647999995,6576.551724137931,-835.6330593379316,-12.706249329278533
2019-01-03,257.598,2.57598,47310,5679.0570276,6525.517241379311,-846.4602137793108,-12.971542062777432
2019-01-04,264.299,2.6429899999999997,47140,5826.788613799999,6502.068965517241,-675.2803517172415,-10.385622719452698
2019-01-07,263.653,2.63653,47430,5812.5467686,6542.068965517241,-729.5221969172408,-11.151245894265225
2019-01-08,265.047,2.6504700000000003,47340,5843.2791714,6529.6551724137935,-686.376001013793,-10.511673019328262
2019-01-09,266.004,2.6600400000000004,47680,5864.377384800001,6576.551724137931,-712.1743393379302,-10.828993205117436
2019-01-10,263.598,2.63598,47510,5811.334227599999,6553.103448275862,-741.7692206758629,-11.31935771395497
2019-01-11,265.701,2.65701,47320,5857.6973861999995,6526.896551724138,-669.1991655241382,-10.252945794695693
2019-01-14,262.95,2.6294999999999997,46890,5797.048289999999,6467.586206896552,-670.5379168965528,-10.367668793985942
2019-01-15,264.048,2.64048,47000,5821.2550176,6482.758620689655,-661.5036030896545,-10.204044941276585
2019-01-16,267.052,2.6705200000000002,47380,5887.481802400001,6535.172413793103,-647.6906113931027,-9.910841985225822
2019-01-17,269.697,2.69697,47380,5945.7940014,6535.172413793103,-589.3784123931036,-9.01855949736176
2019-01-18,271.202,2.71202,47860,5978.973532399999,6601.379310344828,-622.4057779448285,-9.4284201631843
2019-01-21,267.554,2.67554,47800,5898.5489947999995,6593.103448275862,-694.5544534758628,-10.534560225313818
2019-01-22,266.295,2.6629500000000004,47530,5870.792829000001,6555.862068965517,-685.0692399655163,-10.449720155165144
2019-01-23,265.554,2.65554,47540,5854.456594799999,6557.241379310345,-702.7847845103461,-10.717689709087102
2019-01-24,264.646,2.6464600000000003,47320,5834.4386452,6526.896551724138,-692.4579065241378,-10.60929801838546
2019-01-25,273.302,2.7330200000000002,47380,6025.2705524,6535.172413793103,-509.901861393103,-7.802424008231315
2019-01-28,267.896,2.67896,47540,5906.088795199999,6557.241379310345,-651.1525841103457,-9.930282361800602
2019-01-29,272.104,2.72104,47580,5998.859204799999,6562.758620689655,-563.8994158896558,-8.592414386717117
2019-01-30,277.398,2.7739800000000003,47700,6115.571787600001,6579.310344827586,-463.73855722758526,-7.048437190566023
2019-01-31,278.499,2.78499,48090,6139.8446538,6633.103448275862,-493.2587944758625,-7.43631994167187
2019-02-01,277.103,2.77103,48270,6109.0681586,6657.931034482759,-548.862875882759,-8.243745287238456
2019-02-11,278.799,2.7879899999999997,48190,6146.458513799999,6646.896551724138,-500.43803792413837,-7.528897644635824
2019-02-12,277.351,2.77351,48110,6114.5356162,6635.862068965517,-521.3264527655174,-7.856197843587615
2019-02-13,277.854,2.77854,48120,6125.624854799999,6637.241379310345,-511.6165245103457,-7.7082705791770705
2019-02-14,277.049,2.7704899999999997,48340,6107.877663799999,6667.586206896552,-559.7085430965526,-8.394470288477466
2019-02-15,281.497,2.81497,48200,6205.939161400001,6648.275862068966,-442.336700668965,-6.653404729979245
2019-02-18,283.596,2.83596,49230,6252.2141352,6790.3448275862065,-538.1306923862066,-7.924939101767212
2019-02-19,287.355,2.8735500000000003,49360,6335.085801,6808.275862068966,-473.1900610689654,-6.950218684663693
2019-02-20,291.55,2.9155,49710,6427.5696100000005,6856.551724137931,-428.9821141379307,-6.2565285204184224
2019-02-21,289.95,2.8994999999999997,49670,6392.295689999999,6851.0344827586205,-458.73879275862146,-6.695905471109333
2019-02-22,294.95,2.9495,49920,6502.52669,6885.517241379311,-382.990551379311,-5.562262615184304
2019-02-25,294.55,2.9455,50520,6493.70821,6968.275862068966,-474.5676520689658,-6.810402766231199
2019-02-26,294.301,2.9430099999999997,50190,6488.218706199999,6922.758620689655,-434.53991448965553,-6.27697625034868
2019-02-27,296.853,2.96853,50080,6544.4806086,6907.586206896552,-363.10559829655176,-5.256620582368211
2019-02-28,294.398,2.9439800000000003,50160,6490.3571876000005,6918.620689655172,-428.26350205517156,-6.190012739035076
2019-03-01,292.603,2.92603,50500,6450.7842586,6965.517241379311,-514.732982779311,-7.3897309408910985
2019-03-04,291.049,2.91049,50010,6416.5244637999995,6897.931034482759,-481.4065706827596,-6.978999475005013
2019-03-05,293.646,2.9364600000000003,49880,6473.7784452000005,6880.0,-406.22155479999947,-5.904383063953481
2019-03-06,292.549,2.92549,49400,6449.5937638,6813.793103448276,-364.1993396482767,-5.34503079443321
2019-03-07,291.397,2.91397,49210,6424.1965414,6787.586206896552,-363.38966549655197,-5.353739229526522
2019-03-08,289.95,2.8994999999999997,49040,6392.295689999999,6764.137931034483,-371.8422410344838,-5.497259884787943
2019-03-11,290.701,2.90701,49190,6408.8523862,6784.827586206897,-375.97520000689656,-5.541411262553365
2019-03-12,293.151,2.9315100000000003,49450,6462.8655762,6820.689655172414,-357.8240789724141,-5.246156870677456
2019-03-13,293.248,2.93248,49340,6465.004057599999,6805.517241379311,-340.5131837793115,-5.00348719578437
2019-03-14,288.946,2.88946,49110,6370.1613052,6773.793103448276,-403.631798248276,-5.958726404601916
2019-03-15,290.848,2.90848,49320,6412.0931776,6802.758620689655,-390.6654430896551,-5.742750329278183
2019-03-18,291.201,2.9120100000000004,49350,6419.8754862000005,6806.896551724138,-387.02106552413716,-5.6857198075987725
2019-03-19,291.901,2.91901,49330,6435.3078262,6804.137931034483,-368.8301048344829,-5.420673545611192
2019-03-20,292.704,2.92704,49190,6453.010924799999,6784.827586206897,-331.81666140689777,-4.890568805041693
2019-03-21,291.004,2.9100400000000004,49420,6415.532384800001,6816.551724137931,-401.01933933793043,-5.883023492917838
2019-03-22,284.855,2.8485500000000004,48940,6279.970301,6750.3448275862065,-470.37452658620623,-6.968155532795251
2019-03-25,285.797,2.8579700000000003,48120,6300.7378214,6637.241379310345,-336.5035579103451,-5.069930995116379
2019-03-26,286.299,2.86299,48230,6311.8050138,6652.413793103448,-340.6087793034485,-5.120078063342321
2019-03-27,286.146,2.86146,48390,6308.4319452,6674.482758620689,-366.05081342068934,-5.484332294482327
2019-03-28,287.797,2.8779700000000004,48360,6344.8302214000005,6670.3448275862065,-325.51460618620604,-4.880026664288656
2019-03-29,293.153,2.9315300000000004,48800,6462.9096686,6731.0344827586205,-268.1248141586202,-3.9834116857581896
2019-04-01,292.902,2.92902,49460,6457.376072399999,6822.068965517241,-364.6928931172415,-5.345781389203399
2019-04-02,290.853,2.9085300000000003,49270,6412.2034086,6795.862068965517,-383.6586603655169,-5.6454745030444435
2019-04-03,294.304,2.94304,49510,6488.2848447999995,6828.9655172413795,-340.68067244138,-4.988759594425378
2019-04-04,291.603,2.91603,49520,6428.7380586,6830.3448275862065,-401.6067689862066,-5.87974368972132
2019-04-08,293.398,2.93398,49260,6468.3109876,6794.482758620689,-326.17177102068945,-4.800538651847338
2019-04-09,293.301,2.93301,49790,6466.1725062,6867.586206896552,-401.41370069655204,-5.845047861116695
2019-04-10,292.1,2.9210000000000003,49490,6439.69502,6826.206896551724,-386.5118765517236,-5.662176409375625
2019-04-11,289.35,2.8935000000000004,49170,6379.067970000001,6782.068965517241,-403.00099551723997,-5.942154194630852
2019-04-12,294.152,2.9415199999999997,49200,6484.933822399999,6786.206896551724,-301.27307415172436,-4.439491438211386
2019-04-15,293.354,2.93354,49320,6467.340954799999,6802.758620689655,-335.41766588965584,-4.930612485198712
2019-04-16,293.302,2.9330200000000004,49450,6466.1945524,6820.689655172414,-354.4951027724137,-5.197349838422648
2019-04-17,296.196,2.9619600000000004,49470,6529.996255200001,6823.448275862069,-293.4520206620682,-4.3006410952092065
2019-04-18,291.845,2.9184500000000004,49500,6434.073239,6827.586206896552,-393.51296789655134,-5.763573772222217
2019-04-19,291.849,2.91849,49530,6434.161423799999,6831.724137931034,-397.56271413103514,-5.819361351605097
2019-04-23,289.4,2.8939999999999997,49160,6380.170279999999,6780.689655172414,-400.5193751724146,-5.90676458502849
2019-04-24,290.898,2.90898,48960,6413.1954876,6753.103448275862,-339.90796067586234,-5.033359303308827
2019-04-25,286.054,2.86054,49180,6306.403694799999,6783.448275862069,-477.0445810620695,-7.032479082350557
2019-04-26,288.403,2.88403,48970,6358.1902186,6754.482758620689,-396.29254002068956,-5.867104176332448
2019-04-29,288.899,2.88899,48850,6369.1251338,6737.931034482759,-368.8059006827589,-5.473577850460598
2019-04-30,290.701,2.90701,48940,6408.8523862,6750.3448275862065,-341.49244138620634,-5.058888843583972
2019-05-06,283.047,2.83047,48010,6240.1107714,6622.068965517241,-381.95819411724096,-5.767958565611325
2019-05-07,278.748,2.78748,48280,6145.334157599999,6659.310344827586,-513.9761872275867,-7.718159398094457
2019-05-08,277.052,2.7705200000000003,47840,6107.9438024,6598.620689655172,-490.676887255172,-7.43605232566889
2019-05-09,276.698,2.7669799999999998,47560,6100.1394476,6560.0,-459.8605524000004,-7.01006939634147
2019-05-10,277.7,2.7769999999999997,47760,6122.229739999999,6587.586206896552,-465.3564668965528,-7.064142347152445
2019-05-13,271.85,2.7185,47660,5993.25947,6573.793103448276,-580.5336334482763,-8.831029883550153
2019-05-14,272.354,2.72354,47490,6004.370754799999,6550.3448275862065,-545.9740727862072,-8.335043225310597
2019-05-15,274.746,2.74746,47730,6057.105265199999,6583.448275862069,-526.3430106620699,-7.994944117536155
2019-05-16,274.848,2.7484800000000003,47790,6059.353977600001,6591.724137931034,-532.3701603310337,-8.076341624607647
2019-05-17,273.449,2.73449,47630,6028.5113438,6569.6551724137935,-541.1438286137936,-8.23702027598153
2019-05-20,272.901,2.72901,47620,6016.4300262,6568.275862068966,-551.8458358689659,-8.401684817408658
2019-05-21,271.399,2.71399,47700,5983.316633799999,6579.310344827586,-595.9937110275869,-9.058604622536699
2019-05-22,267.754,2.67754,47160,5902.958234799999,6504.827586206897,-601.8693514068973,-9.252656483672615
2019-05-23,268.298,2.68298,46680,5914.9513676,6438.620689655172,-523.6693220551724,-8.13325318101971
2019-05-24,269.753,2.69753,47170,5947.028588599999,6506.206896551724,-559.1783079517245,-8.594536215073145
2019-05-27,271.502,2.71502,47280,5985.5873924,6521.379310344828,-535.7919179448281,-8.215929367808807
2019-05-28,269.653,2.69653,47130,5944.8239686,6500.689655172414,-555.8656865724142,-8.550872539040958
2019-05-29,266.646,2.6664600000000003,46810,5878.5310452,6456.551724137931,-578.0206789379308,-8.952467255500958
2019-05-30,265.0,2.65,46550,5842.2429999999995,6420.689655172414,-578.4466551724145,-9.009104726100976
2019-05-31,263.002,2.63002,46180,5798.194692399999,6369.6551724137935,-571.460480013794,-8.971607795799061
2019-06-03,265.55,2.6555,46130,5854.36841,6362.758620689655,-508.39021068965485,-7.9900911066551
2019-06-04,264.35,2.6435000000000004,46270,5827.91297,6382.068965517241,-554.1559955172406,-8.683014842230376
2019-06-05,262.9,2.6289999999999996,46490,5795.945979999999,6412.413793103448,-616.4678131034498,-9.613662389761263
2019-06-06,263.3,2.633,46020,5804.764459999999,6347.586206896552,-542.8217468965522,-8.551624652325083
2019-06-10,266.0,2.66,46260,5864.2892,6380.689655172414,-516.4004551724138,-8.093176178123649
2019-06-11,266.5,2.665,46900,5875.3123,6468.9655172413795,-593.6532172413799,-9.176942057569306
2019-06-12,264.9,2.6489999999999996,46480,5840.038379999999,6411.0344827586205,-570.9961027586214,-8.906458143287448
2019-06-13,265.7,2.657,46270,5857.67534,6382.068965517241,-524.3936255172412,-8.216671244867081
2019-06-14,262.8,2.628,46340,5793.74136,6391.724137931034,-597.9827779310344,-9.355578636167456
2019-06-17,264.9,2.6489999999999996,46150,5840.038379999999,6365.517241379311,-525.4788613793116,-8.255085037919846
2019-06-18,270.5,2.705,46330,5963.4971,6390.3448275862065,-426.84772758620693,-6.679572685085258
2019-06-19,269.6,2.696,46840,5943.65552,6460.689655172414,-517.0341351724137,-8.002770025619126
2019-06-20,271.0,2.71,46930,5974.5202,6473.103448275862,-498.5832482758624,-7.702383443426385
2019-06-21,270.05,2.7005,46850,5953.5763099999995,6462.068965517241,-508.4926555172415,-7.868883143009607
2019-06-24,270.75,2.7075,46750,5969.00865,6448.275862068966,-479.2672120689658,-7.432486176470593
2019-06-25,273.0,2.73,47090,6018.6125999999995,6495.172413793103,-476.5598137931038,-7.337138776810368
2019-06-26,271.35,2.7135000000000002,47210,5982.2363700000005,6511.724137931034,-529.4877679310339,-8.13129912624443
2019-06-27,272.1,2.721,47090,5998.77102,6495.172413793103,-496.4013937931031,-7.642620736886807
2019-06-28,271.75,2.7175,47010,5991.0548499999995,6484.137931034483,-493.08308103448326,-7.604450834928746
2019-07-01,268.55,2.6855,47360,5920.50701,6532.413793103448,-611.9067831034481,-9.367238550464524
2019-07-02,266.45,2.6645,46610,5874.209989999999,6428.9655172413795,-554.7555272413802,-8.629001442823443
2019-07-03,268.5,2.685,46250,5919.4047,6379.310344827586,-459.905644827586,-7.209331729729726
2019-07-04,267.9,2.679,46350,5906.176979999999,6393.103448275862,-486.92646827586304,-7.616433430420727
2019-07-05,266.45,2.6645,46280,5874.209989999999,6383.448275862069,-509.23828586206946,-7.977479629429567
2019-07-08,265.7,2.657,46320,5857.67534,6388.9655172413795,-531.2901772413798,-8.315746513385154
2019-07-09,262.75,2.6275,46190,5792.63905,6371.0344827586205,-578.3954327586207,-9.078516751461356
2019-07-10,269.0,2.69,46080,5930.4277999999995,6355.862068965517,-425.43426896551773,-6.6935730251736185
2019-07-11,268.75,2.6875,46590,5924.916249999999,6426.206896551724,-501.2906465517244,-7.800723733633832
2019-07-12,269.4,2.694,46670,5939.246279999999,6437.241379310345,-497.9950993103457,-7.7361569959288765
2019-07-15,271.4,2.714,46910,5983.33868,6470.3448275862065,-487.0061475862067,-7.5267417821360025
2019-07-16,269.45,2.6944999999999997,46910,5940.348589999999,6470.3448275862065,-529.9962375862078,-8.191159075890017
2019-07-17,270.2,2.702,46860,5956.883239999999,6463.448275862069,-506.56503586206964,-7.837380516431935
2019-07-18,271.9,2.719,46780,5994.361779999999,6452.413793103448,-458.0520131034491,-7.0989249572467
2019-07-19,274.1,2.741,47970,6042.86342,6616.551724137931,-573.6883041379315,-8.6705028246821
2019-07-22,271.85,2.7185,47410,5993.25947,6539.310344827586,-546.0508748275861,-8.350282308584685
2019-07-23,270.5,2.705,47300,5963.4971,6524.137931034483,-560.6408310344832,-8.593331976744192
2019-07-24,271.1,2.7110000000000003,47090,5976.72482,6495.172413793103,-518.4475937931029,-7.982045136971748
2019-07-25,270.6,2.7060000000000004,47020,5965.701720000001,6485.517241379311,-519.8155213793098,-8.015020267971067
2019-07-26,268.95,2.6895,47050,5929.325489999999,6489.6551724137935,-560.3296824137942,-8.63419808182786
2019-07-29,271.85,2.7185,46900,5993.25947,6468.9655172413795,-475.70604724137957,-7.353664909381667
2019-07-30,267.75,2.6775,47240,5902.87005,6515.862068965517,-612.9920189655168,-9.40768869072819
2019-07-31,266.1,2.661,46720,5866.49382,6444.137931034483,-577.6441110344831,-8.963869445633566
2019-08-01,261.85,2.6185,46620,5772.7974699999995,6430.3448275862065,-657.547357586207,-10.225693570356073
2019-08-02,256.75,2.5675,46440,5660.361849999999,6405.517241379311,-745.1553913793114,-11.633024520887183
2019-08-05,254.8,2.548,46060,5617.37176,6353.103448275862,-735.7316882758623,-11.580665957446811
2019-08-06,256.45,2.5645,46150,5653.747989999999,6365.517241379311,-711.7692513793118,-11.18164046045506
2019-08-07,258.7,2.5869999999999997,45960,5703.35194,6339.310344827586,-635.9584048275865,-10.031980929068759
2019-08-08,259.75,2.5975,46510,5726.5004500000005,6415.172413793103,-688.6719637931028,-10.735049962373672
2019-08-09,259.3,2.593,46680,5716.579659999999,6438.620689655172,-722.0410296551727,-11.214219076692377
2019-08-12,258.25,2.5825,46750,5693.431149999999,6448.275862068966,-754.8447120689661,-11.70614794117648
2019-08-13,263.25,2.6325,46560,5803.662149999999,6422.068965517241,-618.4068155172417,-9.62940165914949
2019-08-14,259.25,2.5925,46580,5715.477349999999,6424.827586206897,-709.3502362068975,-11.040766879562058
2019-08-15,259.2,2.592,46440,5714.37504,6405.517241379311,-691.1422013793108,-10.789795348837215
2019-08-16,258.65,2.5864999999999996,46550,5702.249629999998,6420.689655172414,-718.4400251724155,-11.189452593984988
2019-08-19,259.8,2.5980000000000003,46610,5727.602760000001,6428.9655172413795,-701.3627572413789,-10.909418558249296
2019-08-20,257.45,2.5745,46620,5675.79419,6430.3448275862065,-754.5506375862069,-11.734217336979839
2019-08-21,257.9,2.5789999999999997,46430,5685.714979999999,6404.137931034483,-718.422951034484,-11.21810552444542
2019-08-22,255.8,2.5580000000000003,46310,5639.417960000001,6387.586206896552,-748.168246896551,-11.712847743467922
2019-08-23,252.6,2.526,46400,5568.87012,6400.0,-831.1298800000004,-12.986404375000008
2019-08-26,253.7,2.537,46020,5593.12094,6347.586206896552,-754.4652668965518,-11.8858608974359
2019-08-27,254.9,2.549,46380,5619.5763799999995,6397.241379310345,-777.6649993103456,-12.156255379473922
2019-08-28,256.8,2.568,46560,5661.4641599999995,6422.068965517241,-760.6048055172414,-11.843610051546392
2019-08-29,257.55,2.5755,46550,5677.998809999999,6420.689655172414,-742.6908451724148,-11.567150649838899
2019-08-30,255.55,2.5555000000000003,46690,5633.9064100000005,6440.0,-806.0935899999995,-12.516981211180116
2019-09-02,252.95,2.5295,46640,5576.58629,6433.103448275862,-856.5171582758621,-13.314213974056605
2019-09-03,252.9,2.529,46370,5575.48398,6395.862068965517,-820.3780889655172,-12.826700765581196
2019-09-04,259.45,2.5945,46620,5719.88659,6430.3448275862065,-710.4582375862065,-11.04852471578721
2019-09-05,263.15,2.6315,46970,5801.45753,6478.620689655172,-677.1631596551724,-10.452273594847776
2019-09-06,263.05,2.6305,47430,5799.25291,6542.068965517241,-742.8160555172408,-11.354451618174142
2019-09-09,262.7,2.627,47420,5791.53674,6540.689655172414,-749.1529151724144,-11.453729723745264
